timestamp,open,high,low,close
2025-09-12 04:00:00,115553.48783920688,116309.13992205483,115115.76036697008,115233.24925180567
2025-09-12 08:00:00,115198.04689576304,115656.41297780727,115131.20467913685,115187.07717947867
2025-09-12 12:00:00,115143.92060273138,115255.40950537156,114914.4648676887,114944.79334030187
2025-09-12 16:00:00,114878.25081634721,115432.589608043,114838.42892043843,115157.3219542053
2025-09-12 20:00:00,115142.91591236314,116704.71486571954,115132.9201794657,116704.71486571954
2025-09-13 00:00:00,116480.98598785263,116483.29419999523,115853.98120204687,116160.14344594491
2025-09-13 04:00:00,116091.80704192116,116328.26582332171,115817.78761225035,115987.13156450837
2025-09-13 08:00:00,115934.03675108607,115934.03675108607,115727.12968861776,115830.7258312755
2025-09-13 12:00:00,115828.38046332698,116191.09835870896,115828.38046332698,116020.66710769299
2025-09-13 16:00:00,115971.50643620075,116077.23684172679,115738.76201749813,115784.10669515507
2025-09-13 20:00:00,115817.33285128043,115842.03526531016,115304.41560900136,115824.01058670244
2025-09-14 00:00:00,115837.62867738263,116028.41216096163,115837.62867738263,115970.58488443034
2025-09-14 04:00:00,115974.8873939637,116140.90135111091,115765.7337797523,115771.51295218767
2025-09-14 08:00:00,115708.98696921942,115977.41398349027,115571.19992191471,115800.96862956285
2025-09-14 12:00:00,115826.64071747819,116182.77434894103,115826.64071747819,115840.05237982178
2025-09-14 16:00:00,115882.85033622767,115885.37782127559,115284.82930346743,115284.82930346743
2025-09-14 20:00:00,115264.81046966574,115677.31557724366,115264.81046966574,115643.06074641776
2025-09-15 00:00:00,115673.89884462304,116107.57622410779,115263.88971602828,115373.55555886828
2025-09-15 04:00:00,115278.55251586219,115570.04698816894,114915.42745424241,115539.11846907591
2025-09-15 08:00:00,115501.30422359961,116689.42234667667,115454.35792417264,115792.1934414128
2025-09-15 12:00:00,115800.82261966472,115800.82261966472,114790.34785164992,115095.94931978517
2025-09-15 16:00:00,115033.54381311935,115055.36085557216,114508.81348108067,114798.22619184008
2025-09-15 20:00:00,114805.30648224983,115548.77095095153,114696.00606119882,115286.69311184065
2025-09-16 00:00:00,115314.09587210545,115550.62953322091,115241.06106128787,115397.25272727507
2025-09-16 04:00:00,115356.68489564986,115465.6237485268,115016.0432706277,115398.77427960283
2025-09-16 08:00:00,115402.33546198154,115994.51301149571,115090.0238247234,115795.78237594095
2025-09-16 12:00:00,115909.95804182388,115962.18613391965,115252.31916871811,115345.7791919205
2025-09-16 16:00:00,115310.90202969931,115517.28022800494,114866.25847651056,115517.28022800494
2025-09-16 20:00:00,115918.68063027995,116830.44762216261,115708.84853848083,116804.43867134044
2025-09-17 00:00:00,116812.56664541521,116970.37093990724,116652.07183235008,116762.8496864193
2025-09-17 04:00:00,116797.00205991931,116962.49877470176,116477.35052447996,116477.35052447996
2025-09-17 08:00:00,116423.14743464271,117292.34867060978,116208.2220527378,117225.48665434263
2025-09-17 12:00:00,117092.94134121855,117128.89602893054,116314.33232333155,116316.5411683668
2025-09-17 16:00:00,116279.78693685924,116494.18274511347,115569.6246175847,115855.43241505955
2025-09-17 20:00:00,115894.70808566171,116098.58397289427,114939.55129683827,115730.64344711407
2025-09-18 00:00:00,115721.45993062394,116969.14381375487,115437.71465115731,116455.94648225319
2025-09-18 04:00:00,116430.93170207892,117814.7551820722,116188.10176751361,117742.9800598527
2025-09-18 08:00:00,117700.00772738695,117708.66155822872,116954.91683380184,117100.80353259911
2025-09-18 12:00:00,117093.14338344573,117350.12449269067,117048.62800407132,117079.78574341847
2025-09-18 16:00:00,117085.66810721307,117829.70488945683,117043.38761708813,117622.40124009253
2025-09-18 20:00:00,117676.42476236634,117887.54701094383,117452.49288739264,117452.49288739264
2025-09-19 00:00:00,117479.65470626247,117686.77638690005,116774.29598692343,117145.49508952006
2025-09-19 04:00:00,117169.11793707691,117462.09677147851,116941.48651473095,117001.29549547187
2025-09-19 08:00:00,116968.56097925875,117097.77467542836,116714.41621297503,116957.28476639971
2025-09-19 12:00:00,116931.7715729343,117112.2835226415,116348.99101665271,116402.89796149581
2025-09-19 16:00:00,116448.66530907163,116540.59432018195,115545.85271858935,115878.00260750823
2025-09-19 20:00:00,115870.78418814256,116140.50390567699,115201.35627443691,115201.35627443691
2025-09-20 00:00:00,115157.37841901268,115666.60927839148,115157.37841901268,115655.81046441343
2025-09-20 04:00:00,115656.94582205842,115762.14067344107,115464.02748572774,115464.02748572774
2025-09-20 08:00:00,115489.18449916203,115984.62721431848,115481.67894199863,115984.62721431848
2025-09-20 12:00:00,115993.96111498817,115993.96111498817,115708.58061477398,115934.99104542723
2025-09-20 16:00:00,115978.62646442275,116154.28370765275,115860.61865926684,116010.74374658203
2025-09-20 20:00:00,116033.32309904274,116083.28865351611,115743.58879953185,115745.5047179745
2025-09-21 00:00:00,115743.81493180516,115955.00107224008,115668.04094935874,115715.51536781773
2025-09-21 04:00:00,115722.89635080755,115767.54450911691,115527.29372661826,115688.38578950493
2025-09-21 08:00:00,115702.14940465351,115849.67417839603,115538.73145938572,115849.67417839603
2025-09-21 12:00:00,115858.2319906821,115858.2319906821,115426.35858611639,115675.79409212343
2025-09-21 16:00:00,115679.73282081564,115796.38066795135,115529.3556956072,115577.97411519448
2025-09-21 20:00:00,115592.21690279663,115674.35479430552,115308.89906286515,115529.53480550791
2025-09-22 00:00:00,115524.70395603824,115584.69105357188,115256.63737284324,115304.47999407037
2025-09-22 04:00:00,115255.84820116172,115393.87103869511,114268.99054620201,114642.77606488718
2025-09-22 08:00:00,114693.64173814096,114693.64173814096,112593.11021618362,112593.11021618362
2025-09-22 12:00:00,112586.481081701,112977.55452302394,112292.77526669907,112879.16460537122
2025-09-22 16:00:00,112855.34680278541,113383.62944024224,112603.67175474312,112884.4725814408
2025-09-22 20:00:00,112844.88434086934,112871.16538905133,112154.76066461319,112285.14420381679
2025-09-23 00:00:00,112176.15576810563,112958.874019182,112103.37597690587,112696.74101711863
2025-09-23 04:00:00,112692.49699542264,112818.11517085947,111643.78861462347,112471.83246352502
2025-09-23 08:00:00,112382.88583906196,113095.4803826936,112046.55907442723,113095.4803826936
2025-09-23 12:00:00,113180.52746950983,113300.63613915812,112772.67233081491,113006.44245861791
2025-09-23 16:00:00,113025.59738810662,113176.13218172561,112591.67470897647,112901.07108054955
2025-09-23 20:00:00,112925.4938833254,112925.4938833254,111616.2219234726,111616.2219234726
2025-09-24 00:00:00,111658.22948842608,112217.98822661632,111581.61634325635,112022.16587861195
2025-09-24 04:00:00,112002.46136592983,112494.86586145835,111773.89691350203,111793.9301907676
2025-09-24 08:00:00,111715.1749439,112780.48956234481,111368.79643723561,112545.39588682764
2025-09-24 12:00:00,112581.1705426075,113117.74121631864,112433.70371816523,112996.30415372638
2025-09-24 16:00:00,113034.30397858056,113874.18696407136,112937.2519881096,113421.15692141137
2025-09-24 20:00:00,113358.7855735915,113940.91993188608,113288.93266926712,113488.98237747196
2025-09-25 00:00:00,113540.1668515512,113668.2483331047,113248.37160915212,113320.56908541007
2025-09-25 04:00:00,113317.1626894919,113492.3121270221,112349.91743593816,112405.35219304555
2025-09-25 08:00:00,112543.14083268348,112570.0744589918,111518.22800093546,111843.7162406382
2025-09-25 12:00:00,111789.6494406922,112126.89854367088,111408.5555419248,111431.69376285131
2025-09-25 16:00:00,111363.57708856075,111694.30684770881,110785.70408742987,111427.6567474273
2025-09-25 20:00:00,111616.10223522935,111689.42657558846,108787.16484545876,109479.26783003664
2025-09-26 00:00:00,109474.07984106091,109679.6905489754,108961.51607934527,108963.53013595636
